Northern Lights
158|K|116
318|V|73
341|6|476
351|W|153
402|U|98
600|H|264
613|S|38
722|9|60
762|E|135
797|P|1363
798|O|3515
799|N|1910
800|L|668
809|M|1330
819|4|195
820|Q|3629
823|R|1599
945|T|316
3705|3|84
3727|G|172
3747|J|691
3756|7|458
3770|A|207
3805|5|270
3837|I|380
3854|B|95
3865|D|575
5200|F|170
