Two Kittens
151|U|394
154|C|280
223|P|317
310|I|1119
400|6|114
472|D|969
613|E|339
647|N|491
677|&|378
720|K|228
722|G|707
740|J|83
741|X|225
745|$|569
754|d|285
772|£|1117
819|#|1433
823|7|62
842|H|387
844|3|602
905|5|28
919|9|124
934|T|243
938|2|112
961|O|156
3031|Z|199
3033|%|229
3052|L|348
3072|b|176
3078|¥|1408
3348|R|841
3354|B|333
3363|F|122
3713|‡|645
3770|€|1123
3822|Y|97
3832|8|43
3853|V|345
3856|A|474
3860|S|548
3865|+|1507
